operation,memory
334,4227
335,4327
336,4234
337,4334
338,4238
339,4338
340,4248
341,4348
342,4258
343,4358
344,4263
345,4363
346,4270
347,4370
348,4274
349,4374
350,4283
351,4383
352,4291
353,4391
354,4294
355,4394
356,4298
357,4398
358,4307
359,4407
360,4310
361,4410
362,4322
363,4422
364,4327
365,4427
366,4341
367,4441
368,4344
369,4444
370,4346
371,4446
372,4353
373,4453
374,4362
375,4462
376,4368
377,4468
378,4379
379,4479
380,4391
381,4491
382,4396
383,4496
384,4407
385,4507
386,4409
387,4509
388,4419
389,4519
390,4424
391,4524
392,4429
393,4529
394,4435
395,4535
396,4438
397,4538
398,4451
399,4551
400,4455
401,4555
402,4465
403,4565
404,4475
405,7675
406,7775
407,7679
408,7779
409,7683
410,7783
411,7693
412,7793
413,7709
414,7809
415,7718
416,7818
417,7723
418,7823
419,7726
420,7826
421,7736
422,7836
423,7743
424,7843
425,7747
426,7847
427,7765
428,7865
429,7768
430,7868
431,7773
432,7873
433,7776
434,7876
435,7784
436,7884
437,7797
438,7897
439,7803
440,7903
441,7806
442,7906
443,7814
444,7914
445,7817
446,7917
447,7828
448,7928
449,7832
450,7932
451,7843
452,7943
453,7856
454,7956
455,7867
456,7967
457,7870
458,7970
459,7878
460,7978
461,7886
462,7986
463,7889
464,7989
465,7893
466,7993
467,7902
468,8002
469,7911
470,8011
471,7923
472,8023
473,7927
474,8027
475,7931
476,8031
477,7944
478,8044
479,7951
480,8051
481,7964
482,8064
483,7977
484,8077
485,7980
486,8080
487,7988
488,8088
489,7992
490,8092
491,7997
492,8097
493,8010
494,8110
495,8019
496,8119
497,8024
498,8124
499,8028
500,8128
501,8037
502,8137
503,8043
504,8143
505,8046
506,8146
507,8060
508,8160
509,8071
510,8171
511,8075
512,8175
513,8093
514,8193
515,8097
516,8197
517,8105
518,8205
519,8115
520,8215
521,8117
522,8217
523,8127
524,8227
525,8130
526,8230
527,8140
528,8240
529,8142
530,8242
531,8155
532,8255
533,8158
534,8258
535,8162
536,8262
537,8170
538,8270
539,8174
540,8274
541,8177
542,8277
543,8187
544,8287
545,8190
546,8290
547,8201
548,8301
549,8205
550,8305
551,8216
552,8316
553,8219
554,8319
555,8229
556,8329
557,8233
558,8333
559,8239
560,8339
561,8251
562,8351
563,8254
564,8354
565,8262
566,8362
567,8264
568,8364
569,8275
570,8375
571,8280
572,8380
573,8284
574,8384
575,8293
576,8393
577,8298
578,8398
579,8302
580,8402
581,8312
582,8412
583,8314
584,8414
585,8318
586,8418
587,8326
588,8426
589,8331
590,8431
591,8342
592,8442
593,8345
594,8445
595,8348
596,8448
597,8351
598,8451
599,8364
600,8464
601,8367
602,8467
603,8372
604,8472
605,8379
606,8479
607,8382
608,8482
609,8390
610,8490
611,8392
612,8492
613,8394
614,8494
615,8400
616,8500
617,8409
618,8509
619,8414
620,8514
621,8422
622,8522
623,8425
624,8525
625,8434
626,8534
627,8436
628,8536
629,8449
630,8549
631,8454
632,8554
633,8457
634,8557
635,8463
636,8563
637,8472
638,8572
639,8477
640,8577
641,8480
642,8580
643,8494
644,8594
645,8503
646,8603
647,8509
648,8609
649,8512
650,8612
651,8518
652,8618
653,8521
654,8621
655,8528
656,8628
657,8538
658,8638
659,8540
660,8640
661,8553
662,8653
663,8559
664,8659
665,8567
666,8667
667,8570
668,8670
669,8576
670,8676
671,8581
672,8681
673,8594
674,8694
675,8597
676,8697
677,8604
678,8704
679,8611
680,8711
681,8614
682,8714
683,8616
684,8716
685,8619
686,8719
687,8632
688,8732
689,8635
690,8735
691,8640
692,8740
693,8643
694,8743
695,8649
696,8749
697,8652
698,8752
699,8663
700,8763
701,8666
702,8766
703,8668
704,8768
705,8676
706,8776
707,8678
708,8778
709,8682
710,8782
711,8692
712,8792
713,8696
714,8796
715,8707
716,8807
717,8710
718,8810
719,8719
720,8819
721,8729
722,8829
723,8733
724,8833
725,8738
726,8838
727,8748
728,8848
729,8751
730,8851
731,8756
732,8856
733,8760
734,8860
735,8769
736,8869
737,8772
738,8872
739,8777
740,8877
741,8782
742,8882
743,8789
744,8889
745,8792
746,8892
747,8798
748,8898
749,8803
750,8903
751,8806
752,8906
753,8812
754,8912
755,8815
756,8915
757,8827
758,8927
759,8830
760,8930
761,8838
762,8938
763,8840
764,8940
765,8847
766,8947
767,8850
768,8950
769,8852
770,8952
771,8864
772,8964
773,8867
774,8967
775,8878
776,8978
777,8887
778,8987
779,8899
780,8999
781,8911
782,9011
783,8914
784,9014
785,8917
786,9017
787,8926
788,9026
789,8940
790,9040
791,8943
792,9043
793,8946
794,9046
795,8956
796,9056
797,8960
798,9060
799,8968
800,9068
801,8972
802,9072
803,8976
804,9076
805,8988
806,15388
807,15488
808,15392
809,15492
810,15397
811,15497
812,15402
813,15502
814,15405
815,15505
816,15412
817,15512
818,15428
819,15528
820,15433
821,15533
822,15437
823,15537
824,15446
825,15546
826,15449
827,15549
828,15454
829,15554
830,15461
831,15561
832,15473
833,15573
834,15477
835,15577
836,15489
837,15589
838,15500
839,15600
840,15504
841,15604
842,15507
843,15607
844,15521
845,15621
846,15530
847,15630
848,15532
849,15632
850,15536
851,15636
852,15539
853,15639
854,15547
855,15647
856,15554
857,15654
858,15557
859,15657
860,15561
861,15661
862,15573
863,15673
864,15575
865,15675
866,15579
867,15679
868,15590
869,15690
870,15595
871,15695
872,15598
873,15698
874,15606
875,15706
876,15609
877,15709
878,15616
879,15716
880,15619
881,15719
882,15625
883,15725
884,15628
885,15728
886,15643
887,15743
888,15645
889,15745
890,15648
891,15748
892,15660
893,15760
894,15662
895,15762
896,15667
897,15767
898,15671
899,15771
900,15680
901,15780
902,15693
903,15793
904,15696
905,15796
906,15707
907,15807
908,15717
909,15817
910,15720
911,15820
912,15728
913,15828
914,15739
915,15839
916,15742
917,15842
918,15745
919,15845
920,15753
921,15853
922,15759
923,15859
924,15771
925,15871
926,15774
927,15874
928,15779
929,15879
930,15784
931,15884
932,15788
933,15888
934,15791
935,15891
936,15794
937,15894
938,15796
939,15896
940,15806
941,15906
942,15810
943,15910
944,15814
945,15914
946,15817
947,15917
948,15820
949,15920
950,15825
951,15925
952,15827
953,15927
954,15830
955,15930
956,15838
957,15938
958,15850
959,15950
960,15855
961,15955
962,15866
963,15966
964,15869
965,15969
966,15874
967,15974
968,15878
969,15978
970,15884
971,15984
972,15888
973,15988
974,15895
975,15995
976,15908
977,16008
978,15917
979,16017
980,15924
981,16024
982,15927
983,16027
984,15930
985,16030
986,15938
987,16038
988,15940
989,16040
990,15949
991,16049
992,15952
993,16052
994,15961
995,16061
996,15967
997,16067
998,15970
999,16070
1000,15978
1001,16078
1002,15986
1003,16086
1004,15995
1005,16095
1006,16000
1007,16100
1008,16003
1009,16103
1010,16009
1011,16109
1012,16012
1013,16112
1014,16017
1015,16117
1016,16020
1017,16120
1018,16027
1019,16127
1020,16031
1021,16131
1022,16037
1023,16137
1024,16039
1025,16139
1026,16043
1027,16143
1028,16047
1029,16147
1030,16061
1031,16161
1032,16075
1033,16175
1034,16078
1035,16178
1036,16087
1037,16187
1038,16092
1039,16192
1040,16103
1041,16203
1042,16107
1043,16207
1044,16114
1045,16214
1046,16123
1047,16223
1048,16126
1049,16226
1050,16130
1051,16230
1052,16140
1053,16240
1054,16149
1055,16249
1056,16153
1057,16253
1058,16164
1059,16264
1060,16174
1061,16274
1062,16179
1063,16279
1064,16191
1065,16291
1066,16196
1067,16296
1068,16198
1069,16298
1070,16205
1071,16305
1072,16222
1073,16322
1074,16231
1075,16331
1076,16235
1077,16335
1078,16238
1079,16338
1080,16250
1081,16350
1082,16253
1083,16353
1084,16258
1085,16358
1086,16263
1087,16363
1088,16267
1089,16367
1090,16273
1091,16373
1092,16289
1093,16389
1094,16294
1095,16394
1096,16302
1097,16402
1098,16311
1099,16411
1100,16321
1101,16421
1102,16324
1103,16424
1104,16333
1105,16433
1106,16339
1107,16439
1108,16349
1109,16449
1110,16356
1111,16456
1112,16359
1113,16459
1114,16367
1115,16467
1116,16369
1117,16469
1118,16375
1119,16475
1120,16388
1121,16488
1122,16396
1123,16496
1124,16399
1125,16499
1126,16403
1127,16503
1128,16415
1129,16515
1130,16421
1131,16521
1132,16429
1133,16529
1134,16434
1135,16534
1136,16439
1137,16539
1138,16449
1139,16549
1140,16452
1141,16552
1142,16465
1143,16565
1144,16469
1145,16569
1146,16480
1147,16580
1148,16488
1149,16588
1150,16491
1151,16591
1152,16493
1153,16593
1154,16500
1155,16600
1156,16505
1157,16605
1158,16512
1159,16612
1160,16514
1161,16614
1162,16518
1163,16618
1164,16524
1165,16624
1166,16527
1167,16627
1168,16535
1169,16635
1170,16538
1171,16638
1172,16546
1173,16646
1174,16559
1175,16659
1176,16563
1177,16663
1178,16571
1179,16671
1180,16581
1181,16681
1182,16584
1183,16684
1184,16593
1185,16693
1186,16596
1187,16696
1188,16600
1189,16700
1190,16606
1191,16706
1192,16609
1193,16709
1194,16613
1195,16713
1196,16621
1197,16721
1198,16624
1199,16724
1200,16627
1201,16727
1202,16635
1203,16735
1204,16648
1205,16748
1206,16652
1207,16752
1208,16656
1209,16756
1210,16664
1211,16764
1212,16673
1213,16773
1214,16677
1215,16777
1216,16684
1217,16784
1218,16693
1219,16793
1220,16696
1221,16796
1222,16700
1223,16800
1224,16709
1225,16809
1226,16717
1227,16817
1228,16723
1229,16823
1230,16726
1231,16826
1232,16732
1233,16832
1234,16739
1235,16839
1236,16742
1237,16842
1238,16747
1239,16847
1240,16750
1241,16850
1242,16755
1243,16855
1244,16762
1245,16862
1246,16766
1247,16866
1248,16770
1249,16870
1250,16773
1251,16873
1252,16785
1253,16885
1254,16788
1255,16888
1256,16792
1257,16892
1258,16800
1259,16900
1260,16814
1261,16914
1262,16817
1263,16917
1264,16820
1265,16920
1266,16829
1267,16929
1268,16836
1269,16936
1270,16845
1271,16945
1272,16848
1273,16948
1274,16853
1275,16953
1276,16858
1277,16958
1278,16862
1279,16962
1280,16865
1281,16965
1282,16870
1283,16970
1284,16877
1285,16977
1286,16883
1287,16983
1288,16886
1289,16986
1290,16892
1291,16992
1292,16897
1293,16997
1294,16900
1295,17000
1296,16903
1297,17003
1298,16908
1299,17008
1300,16923
1301,17023
1302,16932
1303,17032
1304,16937
1305,17037
1306,16950
1307,17050
1308,16954
1309,17054
1310,16966
1311,17066
1312,16969
1313,17069
1314,16976
1315,17076
1316,16980
1317,17080
1318,16984
1319,17084
1320,16996
1321,17096
1322,16998
1323,17098
1324,17001
1325,17101
1326,17006
1327,17106
1328,17010
1329,17110
1330,17024
1331,17124
1332,17028
1333,17128
1334,17040
1335,17140
1336,17045
1337,17145
1338,17056
1339,17156
1340,17060
1341,17160
1342,17074
1343,17174
1344,17083
1345,17183
1346,17087
1347,17187
1348,17089
1349,17189
1350,17105
1351,17205
1352,17110
1353,17210
1354,17113
1355,17213
1356,17126
1357,17226
1358,17134
1359,17234
1360,17138
1361,17238
1362,17140
1363,17240
1364,17156
1365,17256
1366,17158
1367,17258
1368,17160
1369,17260
1370,17164
1371,17264
1372,17167
1373,17267
1374,17173
1375,17273
1376,17184
1377,17284
1378,17187
1379,17287
1380,17189
1381,17289
1382,17191
1383,17291
1384,17197
1385,17297
1386,17201
1387,17301
1388,17204
1389,17304
1390,17210
1391,17310
1392,17213
1393,17313
1394,17219
1395,17319
1396,17222
1397,17322
1398,17229
1399,17329
1400,17243
1401,17343
1402,17254
1403,17354
1404,17257
1405,17357
1406,17267
1407,17367
1408,17273
1409,17373
1410,17281
1411,17381
1412,17284
1413,17384
1414,17296
1415,17396
1416,17299
1417,17399
1418,17304
1419,17404
1420,17310
1421,17410
1422,17314
1423,17414
1424,17322
1425,17422
1426,17326
1427,17426
1428,17330
1429,17430
1430,17337
1431,17437
1432,17351
1433,17451
1434,17355
1435,17455
1436,17363
1437,17463
1438,17365
1439,17465
1440,17371
1441,17471
1442,17373
1443,17473
1444,17385
1445,17485
1446,17389
1447,17489
1448,17401
1449,17501
1450,17406
1451,17506
1452,17408
1453,17508
1454,17411
1455,17511
1456,17417
1457,17517
1458,17420
1459,17520
1460,17429
1461,17529
1462,17431
1463,17531
1464,17435
1465,17535
1466,17439
1467,17539
1468,17450
1469,17550
1470,17453
1471,17553
1472,17465
1473,17565
1474,17470
1475,17570
1476,17476
1477,17576
1478,17484
1479,17584
1480,17486
1481,17586
1482,17495
1483,17595
1484,17500
1485,17600
1486,17503
1487,17603
1488,17509
1489,17609
1490,17520
1491,17620
1492,17524
1493,17624
1494,17536
1495,17636
1496,17539
1497,17639
1498,17544
1499,17644
1500,17551
1501,17651
1502,17554
1503,17654
1504,17557
1505,17657
1506,17563
1507,17663
1508,17572
1509,17672
1510,17575
1511,17675
1512,17579
1513,17679
1514,17584
1515,17684
1516,17590
1517,17690
1518,17594
1519,17694
1520,17607
1521,17707
1522,17610
1523,17710
1524,17616
1525,17716
1526,17618
1527,17718
1528,17627
1529,17727
1530,17636
1531,17736
1532,17640
1533,17740
1534,17644
1535,17744
1536,17648
1537,17748
1538,17662
1539,17762
1540,17677
1541,17777
1542,17685
1543,17785
1544,17689
1545,17789
1546,17692
1547,17792
1548,17705
1549,17805
1550,17715
1551,17815
1552,17721
1553,17821
1554,17724
1555,17824
1556,17730
1557,17830
1558,17735
1559,17835
1560,17740
1561,17840
1562,17746
1563,17846
1564,17754
1565,17854
1566,17757
1567,17857
1568,17769
1569,17869
1570,17774
1571,17874
1572,17783
1573,17883
1574,17786
1575,17886
1576,17795
1577,17895
1578,17798
1579,17898
1580,17810
1581,17910
1582,17815
1583,17915
1584,17817
1585,17917
1586,17828
1587,17928
1588,17833
1589,17933
1590,17845
1591,17945
1592,17848
1593,17948
1594,17852
1595,17952
1596,17861
1597,17961
1598,17865
1599,17965
1600,17876
1601,17976
1602,17881
1603,17981
1604,17884
1605,17984
1606,17890
1607,30690
1608,30790
1609,30694
1610,30794
1611,30702
1612,30802
1613,30704
1614,30804
1615,30714
1616,30814
1617,30717
1618,30817
1619,30729
1620,30829
1621,30734
1622,30834
1623,30741
1624,30841
1625,30748
1626,30848
1627,30751
1628,30851
1629,30761
1630,30861
1631,30770
1632,30870
1633,30773
1634,30873
1635,30786
1636,30886
1637,30796
1638,30896
1639,30798
1640,30898
1641,30802
1642,30902
1643,30805
1644,30905
1645,30818
1646,30918
1647,30821
1648,30921
1649,30823
1650,30923
1651,30832
1652,30932
1653,30835
1654,30935
1655,30845
1656,30945
1657,30849
1658,30949
1659,30857
1660,30957
1661,30867
1662,30967
1663,30871
1664,30971
1665,30881
1666,30981
1667,30884
1668,30984
1669,30897
1670,30997
1671,30900
1672,31000
1673,30902
1674,31002
1675,30914
1676,31014
1677,30924
1678,31024
1679,30926
1680,31026
1681,30933
1682,31033
1683,30939
1684,31039
1685,30943
1686,31043
1687,30955
1688,31055
1689,30964
1690,31064
1691,30969
1692,31069
1693,30979
1694,31079
1695,30983
1696,31083
1697,30992
1698,31092
1699,30996
1700,31096
1701,31003
1702,31103
1703,31013
1704,31113
1705,31018
1706,31118
1707,31023
1708,31123
1709,31028
1710,31128
1711,31038
1712,31138
1713,31040
1714,31140
1715,31047
1716,31147
1717,31050
1718,31150
1719,31064
1720,31164
1721,31067
1722,31167
1723,31069
1724,31169
1725,31076
1726,31176
1727,31079
1728,31179
1729,31085
1730,31185
1731,31090
1732,31190
1733,31096
1734,31196
1735,31107
1736,31207
1737,31111
1738,31211
1739,31123
1740,31223
1741,31132
1742,31232
1743,31137
1744,31237
1745,31144
1746,31244
1747,31147
1748,31247
1749,31159
1750,31259
1751,31162
1752,31262
1753,31172
1754,31272
1755,31176
1756,31276
1757,31190
1758,31290
1759,31194
1760,31294
1761,31197
1762,31297
1763,31202
1764,31302
1765,31204
1766,31304
1767,31216
1768,31316
1769,31224
1770,31324
1771,31235
1772,31335
1773,31238
1774,31338
1775,31250
1776,31350
1777,31254
1778,31354
1779,31257
1780,31357
1781,31262
1782,31362
1783,31266
1784,31366
1785,31269
1786,31369
1787,31274
1788,31374
1789,31277
1790,31377
1791,31281
1792,31381
1793,31285
1794,31385
1795,31292
1796,31392
1797,31295
1798,31395
1799,31304
1800,31404
1801,31310
1802,31410
1803,31317
1804,31417
1805,31321
1806,31421
1807,31326
1808,31426
1809,31330
1810,31430
1811,31338
1812,31438
1813,31340
1814,31440
1815,31349
1816,31449
1817,31356
1818,31456
1819,31358
1820,31458
1821,31361
1822,31461
1823,31363
1824,31463
1825,31371
1826,31471
1827,31374
1828,31474
1829,31380
1830,31480
1831,31383
1832,31483
1833,31395
1834,31495
1835,31400
1836,31500
1837,31403
1838,31503
1839,31412
1840,31512
1841,31417
1842,31517
1843,31423
1844,31523
1845,31428
1846,31528
1847,31435
1848,31535
1849,31438
1850,31538
1851,31441
1852,31541
1853,31443
1854,31543
1855,31455
1856,31555
1857,31464
1858,31564
1859,31473
1860,31573
1861,31475
1862,31575
1863,31486
1864,31586
1865,31489
1866,31589
1867,31492
1868,31592
1869,31504
1870,31604
1871,31509
1872,31609
1873,31517
1874,31617
1875,31520
1876,31620
1877,31532
1878,31632
1879,31539
1880,31639
1881,31548
1882,31648
1883,31550
1884,31650
1885,31557
1886,31657
1887,31562
1888,31662
1889,31565
1890,31665
1891,31568
1892,31668
1893,31581
1894,31681
1895,31591
1896,31691
1897,31598
1898,31698
1899,31603
1900,31703
1901,31606
1902,31706
1903,31612
1904,31712
1905,31616
1906,31716
1907,31625
1908,31725
1909,31634
1910,31734
1911,31637
1912,31737
1913,31656
1914,31756
1915,31658
1916,31758
1917,31661
1918,31761
1919,31670
1920,31770
1921,31674
1922,31774
1923,31679
1924,31779
1925,31686
1926,31786
1927,31689
1928,31789
1929,31692
1930,31792
1931,31700
1932,31800
1933,31705
1934,31805
1935,31708
1936,31808
1937,31712
1938,31812
1939,31720
1940,31820
1941,31722
1942,31822
1943,31734
1944,31834
1945,31736
1946,31836
1947,31740
1948,31840
1949,31749
1950,31849
1951,31753
1952,31853
1953,31766
1954,31866
1955,31769
1956,31869
1957,31776
1958,31876
1959,31779
1960,31879
1961,31792
1962,31892
1963,31794
1964,31894
1965,31802
1966,31902
1967,31810
1968,31910
1969,31814
1970,31914
1971,31819
1972,31919
1973,31823
1974,31923
1975,31837
1976,31937
1977,31848
1978,31948
1979,31851
1980,31951
1981,31863
1982,31963
1983,31868
1984,31968
1985,31877
1986,31977
1987,31880
1988,31980
1989,31885
1990,31985
1991,31888
1992,31988
1993,31892
1994,31992
1995,31905
1996,32005
1997,31909
1998,32009
1999,31920
2000,32020
2001,31925
2002,32025
2003,31934
2004,32034
2005,31938
2006,32038
2007,31943
2008,32043
2009,31952
2010,32052
2011,31956
2012,32056
2013,31959
2014,32059
2015,31963
2016,32063
2017,31966
2018,32066
2019,31969
2020,32069
2021,31977
2022,32077
2023,31984
2024,32084
2025,31987
2026,32087
2027,31997
2028,32097
2029,32002
2030,32102
2031,32016
2032,32116
2033,32019
2034,32119
2035,32024
2036,32124
2037,32027
2038,32127
2039,32029
2040,32129
2041,32037
2042,32137
2043,32040
2044,32140
2045,32047
2046,32147
2047,32052
2048,32152
2049,32062
2050,32162
2051,32071
2052,32171
2053,32080
2054,32180
2055,32089
2056,32189
2057,32099
2058,32199
2059,32107
2060,32207
2061,32113
2062,32213
2063,32118
2064,32218
2065,32123
2066,32223
2067,32131
2068,32231
2069,32134
2070,32234
2071,32140
2072,32240
2073,32147
2074,32247
2075,32150
2076,32250
2077,32155
2078,32255
2079,32163
2080,32263
2081,32170
2082,32270
2083,32173
2084,32273
2085,32183
2086,32283
2087,32186
2088,32286
2089,32191
2090,32291
2091,32195
2092,32295
2093,32203
2094,32303
2095,32206
2096,32306
2097,32215
2098,32315
2099,32219
2100,32319
2101,32234
2102,32334
2103,32237
2104,32337
2105,32248
2106,32348
2107,32261
2108,32361
2109,32266
2110,32366
2111,32269
2112,32369
2113,32273
2114,32373
2115,32283
2116,32383
2117,32286
2118,32386
2119,32293
2120,32393
2121,32301
2122,32401
2123,32304
2124,32404
2125,32313
2126,32413
2127,32317
2128,32417
2129,32326
2130,32426
2131,32336
2132,32436
2133,32339
2134,32439
2135,32352
2136,32452
2137,32357
2138,32457
2139,32361
2140,32461
2141,32365
2142,32465
2143,32371
2144,32471
2145,32374
2146,32474
2147,32384
2148,32484
2149,32391
2150,32491
2151,32393
2152,32493
2153,32401
2154,32501
2155,32411
2156,32511
2157,32414
2158,32514
2159,32421
2160,32521
2161,32426
2162,32526
2163,32429
2164,32529
2165,32436
2166,32536
2167,32446
2168,32546
2169,32450
2170,32550
2171,32464
2172,32564
2173,32467
2174,32567
2175,32473
2176,32573
2177,32476
2178,32576
2179,32482
2180,32582
2181,32491
2182,32591
2183,32495
2184,32595
2185,32497
2186,32597
2187,32511
2188,32611
2189,32514
2190,32614
2191,32523
2192,32623
2193,32527
2194,32627
2195,32530
2196,32630
2197,32536
2198,32636
2199,32539
2200,32639
2201,32544
2202,32644
2203,32551
2204,32651
2205,32554
2206,32654
2207,32563
2208,32663
2209,32568
2210,32668
2211,32571
2212,32671
2213,32575
2214,32675
2215,32581
2216,32681
2217,32584
2218,32684
2219,32596
2220,32696
2221,32601
2222,32701
2223,32606
2224,32706
2225,32615
2226,32715
2227,32619
2228,32719
2229,32622
2230,32722
2231,32627
2232,32727
2233,32631
2234,32731
2235,32640
2236,32740
2237,32645
2238,32745
2239,32648
2240,32748
2241,32651
2242,32751
2243,32661
2244,32761
2245,32664
2246,32764
2247,32669
2248,32769
2249,32675
2250,32775
2251,32679
2252,32779
2253,32693
2254,32793
2255,32696
2256,32796
2257,32700
2258,32800
2259,32704
2260,32804
2261,32713
2262,32813
2263,32716
2264,32816
2265,32728
2266,32828
2267,32733
2268,32833
2269,32736
2270,32836
2271,32739
2272,32839
2273,32748
2274,32848
2275,32758
2276,32858
2277,32773
2278,32873
2279,32776
2280,32876
2281,32789
2282,32889
2283,32793
2284,32893
2285,32804
2286,32904
2287,32808
2288,32908
2289,32812
2290,32912
2291,32826
2292,32926
2293,32837
2294,32937
2295,32840
2296,32940
2297,32845
2298,32945
2299,32847
2300,32947
2301,32853
2302,32953
2303,32856
2304,32956
2305,32870
2306,32970
2307,32874
2308,32974
2309,32876
2310,32976
2311,32888
2312,32988
2313,32892
2314,32992
2315,32901
2316,33001
2317,32911
2318,33011
2319,32914
2320,33014
2321,32918
2322,33018
2323,32922
2324,33022
2325,32936
2326,33036
2327,32941
2328,33041
2329,32944
2330,33044
2331,32949
2332,33049
2333,32960
2334,33060
2335,32965
2336,33065
2337,32968
2338,33068
2339,32976
2340,33076
2341,32980
2342,33080
2343,32993
2344,33093
2345,33002
2346,33102
2347,33005
2348,33105
2349,33010
2350,33110
2351,33012
2352,33112
2353,33021
2354,33121
2355,33025
2356,33125
2357,33039
2358,33139
2359,33044
2360,33144
2361,33047
2362,33147
2363,33052
2364,33152
2365,33061
2366,33161
2367,33068
2368,33168
2369,33077
2370,33177
2371,33082
2372,33182
2373,33092
2374,33192
2375,33096
2376,33196
2377,33110
2378,33210
2379,33126
2380,33226
2381,33129
2382,33229
2383,33133
2384,33233
2385,33143
2386,33243
2387,33156
2388,33256
2389,33159
2390,33259
2391,33170
2392,33270
2393,33180
2394,33280
2395,33183
2396,33283
2397,33188
2398,33288
2399,33196
2400,33296
2401,33204
2402,33304
2403,33208
2404,33308
2405,33216
2406,33316
2407,33231
2408,33331
2409,33234
2410,33334
2411,33242
2412,33342
2413,33246
2414,33346
2415,33255
2416,33355
2417,33260
2418,33360
2419,33266
2420,33366
2421,33269
2422,33369
2423,33278
2424,33378
2425,33281
2426,33381
2427,33283
2428,33383
2429,33297
2430,33397
2431,33300
2432,33400
2433,33305
2434,33405
2435,33307
2436,33407
2437,33316
2438,33416
2439,33325
2440,33425
2441,33336
2442,33436
2443,33339
2444,33439
2445,33353
2446,33453
2447,33358
2448,33458
2449,33360
2450,33460
2451,33367
2452,33467
2453,33370
2454,33470
2455,33378
2456,33478
2457,33381
2458,33481
2459,33395
2460,33495
2461,33401
2462,33501
2463,33404
2464,33504
2465,33412
2466,33512
2467,33416
2468,33516
2469,33418
2470,33518
2471,33425
2472,33525
2473,33428
2474,33528
2475,33433
2476,33533
2477,33436
2478,33536
2479,33439
2480,33539
2481,33445
2482,33545
2483,33450
2484,33550
2485,33455
2486,33555
2487,33457
2488,33557
2489,33460
2490,33560
2491,33464
2492,33564
2493,33477
2494,33577
2495,33482
2496,33582
2497,33485
