operation,memory
2498,33585
2499,33489
2500,33589
2501,33494
2502,33594
2503,33497
2504,33597
2505,33502
2506,33602
2507,33508
2508,33608
2509,33514
2510,33614
2511,33516
2512,33616
2513,33527
2514,33627
2515,33533
2516,33633
2517,33542
2518,33642
2519,33546
2520,33646
2521,33548
2522,33648
2523,33561
2524,33661
2525,33576
2526,33676
2527,33579
2528,33679
2529,33593
2530,33693
2531,33597
2532,33697
2533,33599
2534,33699
2535,33603
2536,33703
2537,33616
2538,33716
2539,33620
2540,33720
2541,33624
2542,33724
2543,33629
2544,33729
2545,33634
2546,33734
2547,33639
2548,33739
2549,33641
2550,33741
2551,33645
2552,33745
2553,33649
2554,33749
2555,33660
2556,33760
2557,33663
2558,33763
2559,33665
2560,33765
2561,33667
2562,33767
2563,33669
2564,33769
2565,33673
2566,33773
2567,33679
2568,33779
2569,33692
2570,33792
2571,33703
2572,33803
2573,33708
2574,33808
2575,33716
2576,33816
2577,33725
2578,33825
2579,33732
2580,33832
2581,33735
2582,33835
2583,33737
2584,33837
2585,33747
2586,33847
2587,33750
2588,33850
2589,33757
2590,33857
2591,33760
2592,33860
2593,33770
2594,33870
2595,33773
2596,33873
2597,33777
2598,33877
2599,33792
2600,33892
2601,33795
2602,33895
2603,33800
2604,33900
2605,33806
2606,33906
2607,33811
2608,33911
2609,33814
2610,33914
2611,33819
2612,33919
2613,33822
2614,33922
2615,33829
2616,33929
2617,33832
2618,33932
2619,33840
2620,33940
2621,33843
2622,33943
2623,33845
2624,33945
2625,33849
2626,33949
2627,33853
2628,33953
2629,33857
2630,33957
2631,33862
2632,33962
2633,33867
2634,33967
2635,33872
2636,33972
2637,33874
2638,33974
2639,33882
2640,33982
2641,33887
2642,33987
2643,33898
2644,33998
2645,33901
2646,34001
2647,33904
2648,34004
2649,33915
2650,34015
2651,33918
2652,34018
2653,33922
2654,34022
2655,33926
2656,34026
2657,33930
2658,34030
2659,33935
2660,34035
2661,33940
2662,34040
2663,33945
2664,34045
2665,33955
2666,34055
2667,33967
2668,34067
2669,33969
2670,34069
2671,33973
2672,34073
2673,33977
2674,34077
2675,33982
2676,34082
2677,33987
2678,34087
2679,33992
2680,34092
2681,34004
2682,34104
2683,34007
2684,34107
2685,34009
2686,34109
2687,34012
2688,34112
2689,34016
2690,34116
2691,34020
2692,34120
2693,34025
2694,34125
2695,34030
2696,34130
2697,34035
2698,34135
2699,34045
2700,34145
2701,34057
2702,34157
2703,34059
2704,34159
2705,34063
2706,34163
2707,34075
2708,34175
2709,34081
2710,34181
2711,34090
2712,34190
2713,34095
2714,34195
2715,34103
2716,34203
2717,34112
2718,34212
2719,34116
2720,34216
2721,34121
2722,34221
2723,34132
2724,34232
2725,34134
2726,34234
2727,34137
2728,34237
2729,34141
2730,34241
2731,34145
2732,34245
2733,34151
2734,34251
2735,34160
2736,34260
2737,34162
2738,34262
2739,34171
2740,34271
2741,34175
2742,34275
2743,34181
2744,34281
2745,34190
2746,34290
2747,34195
2748,34295
2749,34200
2750,34300
2751,34211
2752,34311
2753,34215
2754,34315
2755,34227
2756,34327
2757,34234
2758,34334
2759,34237
2760,34337
2761,34240
2762,34340
2763,34246
2764,34346
2765,34259
2766,34359
2767,34262
2768,34362
2769,34270
2770,34370
2771,34277
2772,34377
2773,34280
2774,34380
2775,34287
2776,34387
2777,34290
2778,34390
2779,34298
2780,34398
2781,34303
2782,34403
2783,34306
2784,34406
2785,34312
2786,34412
2787,34315
2788,34415
2789,34327
2790,34427
2791,34331
2792,34431
2793,34335
2794,34435
2795,34338
2796,34438
2797,34343
2798,34443
2799,34347
2800,34447
2801,34356
2802,34456
2803,34367
2804,34467
2805,34370
2806,34470
2807,34378
2808,34478
2809,34382
2810,34482
2811,34394
2812,34494
2813,34398
2814,34498
2815,34400
2816,34500
2817,34404
2818,34504
2819,34408
2820,34508
2821,34421
2822,34521
2823,34425
2824,34525
2825,34429
2826,34529
2827,34434
2828,34534
2829,34439
2830,34539
2831,34443
2832,34543
2833,34455
2834,34555
2835,34463
2836,34563
2837,34473
2838,34573
2839,34477
2840,34577
2841,34481
2842,34581
2843,34490
2844,34590
2845,34493
2846,34593
2847,34500
2848,34600
2849,34509
2850,34609
2851,34513
2852,34613
2853,34523
2854,34623
2855,34534
2856,34634
2857,34538
2858,34638
2859,34546
2860,34646
2861,34556
2862,34656
2863,34560
2864,34660
2865,34571
2866,34671
2867,34581
2868,34681
2869,34585
2870,34685
2871,34599
2872,34699
2873,34611
2874,34711
2875,34616
2876,34716
2877,34620
2878,34720
2879,34633
2880,34733
2881,34637
2882,34737
2883,34647
2884,34747
2885,34654
2886,34754
2887,34657
2888,34757
2889,34665
2890,34765
2891,34673
2892,34773
2893,34677
2894,34777
2895,34685
2896,34785
2897,34695
2898,34795
2899,34698
2900,34798
2901,34701
2902,34801
2903,34709
2904,34809
2905,34712
2906,34812
2907,34724
2908,34824
2909,34727
2910,34827
2911,34729
2912,34829
2913,34732
2914,34832
2915,34746
2916,34846
2917,34755
2918,34855
2919,34758
2920,34858
2921,34760
2922,34860
2923,34762
2924,34862
2925,34768
2926,34868
2927,34777
2928,34877
2929,34780
2930,34880
2931,34784
2932,34884
2933,34793
2934,34893
2935,34795
2936,34895
2937,34798
2938,34898
2939,34804
2940,34904
2941,34811
2942,34911
2943,34814
2944,34914
2945,34827
2946,34927
2947,34833
2948,34933
2949,34836
2950,34936
2951,34841
2952,34941
2953,34843
2954,34943
2955,34847
2956,34947
2957,34855
2958,34955
2959,34859
2960,34959
2961,34868
2962,34968
2963,34876
2964,34976
2965,34879
2966,34979
2967,34888
2968,34988
2969,34892
2970,34992
2971,34905
2972,35005
2973,34909
2974,35009
2975,34913
2976,35013
2977,34918
2978,35018
2979,34923
2980,35023
2981,34929
2982,35029
2983,34940
2984,35040
2985,34950
2986,35050
2987,34960
2988,35060
2989,34963
2990,35063
2991,34971
2992,35071
2993,34974
2994,35074
2995,34977
2996,35077
2997,34991
2998,35091
2999,34997
3000,35097
3001,35004
3002,35104
3003,35008
3004,35108
3005,35020
3006,35120
3007,35023
3008,35123
3009,35028
3010,35128
3011,35040
3012,35140
3013,35043
3014,35143
3015,35046
3016,35146
3017,35055
3018,35155
3019,35063
3020,35163
3021,35065
3022,35165
3023,35073
3024,35173
3025,35076
3026,35176
3027,35081
3028,35181
3029,35083
3030,35183
3031,35087
3032,35187
3033,35095
3034,35195
3035,35099
3036,35199
3037,35108
3038,35208
3039,35116
3040,35216
3041,35129
3042,35229
3043,35133
3044,35233
3045,35137
3046,35237
3047,35142
3048,35242
3049,35147
3050,35247
3051,35154
3052,35254
3053,35160
3054,35260
3055,35166
3056,35266
3057,35170
3058,35270
3059,35173
3060,35273
3061,35177
3062,35277
3063,35183
3064,35283
3065,35194
3066,35294
3067,35196
3068,35296
3069,35204
3070,35304
3071,35207
3072,35307
3073,35217
3074,35317
3075,35220
3076,35320
3077,35229
3078,35329
3079,35233
3080,35333
3081,35240
3082,35340
3083,35250
3084,35350
3085,35253
3086,35353
3087,35255
3088,35355
3089,35265
3090,35365
3091,35272
3092,35372
3093,35283
3094,35383
3095,35297
3096,35397
3097,35300
3098,35400
3099,35308
3100,35408
3101,35313
3102,35413
3103,35315
3104,35415
3105,35319
3106,35419
3107,35321
3108,35421
3109,35329
3110,35429
3111,35333
3112,35433
3113,35342
3114,35442
3115,35348
3116,35448
3117,35352
3118,35452
3119,35356
3120,35456
3121,35361
3122,35461
3123,35366
3124,35466
3125,35369
3126,35469
3127,35374
3128,35474
3129,35385
3130,35485
3131,35389
3132,35489
3133,35389
3134,35387
3135,35382
3136,35377
3137,35372
3138,35367
3139,35362
3140,35357
3141,35352
3142,35347
3143,35342
3144,35337
3145,35332
3146,35327
3147,35322
3148,35317
3149,35312
3150,35307
3151,35302
3152,35297
3153,35291
3154,35289
3155,35287
3156,35285
3157,35283
3158,35281
3159,35279
3160,35277
3161,35275
3162,35273
3163,35271
3164,35269
3165,35267
3166,35265
3167,35263
3168,35261
3169,35259
3170,35257
3171,35255
3172,35253
3173,35249
3174,35245
3175,35241
3176,35237
3177,35233
3178,35229
3179,35225
3180,35221
3181,35217
3182,35213
3183,35208
3184,35203
3185,35199
3186,35195
3187,35191
3188,35185
3189,35179
3190,35167
3191,35164
3192,35161
3193,35158
3194,35155
3195,35152
3196,35149
3197,35146
3198,35143
3199,35140
3200,35137
3201,35134
3202,35131
3203,35127
3204,35123
3205,35119
3206,35115
3207,35111
3208,35107
3209,35103
3210,35099
3211,35095
3212,35091
3213,35087
3214,35083
3215,35079
3216,35075
3217,35071
3218,35067
3219,35063
3220,35060
3221,35057
3222,35054
3223,35051
3224,35048
3225,35045
3226,35042
3227,35039
3228,35036
3229,35033
3230,35030
3231,35027
3232,35023
3233,35019
3234,35015
3235,35005
3236,35003
3237,35001
3238,34999
3239,34997
3240,34995
3241,34993
3242,34991
3243,34989
3244,34987
3245,34985
3246,34983
3247,34972
3248,34962
3249,34956
3250,34953
3251,34950
3252,34947
3253,34941
3254,34934
3255,34928
3256,34922
3257,34915
3258,34908
3259,34901
3260,34897
3261,34892
3262,34887
3263,34882
3264,34877
3265,34872
3266,34867
3267,34853
3268,34848
3269,34834
3270,34829
3271,34824
3272,34819
3273,34814
3274,34805
3275,34797
3276,34785
3277,34773
3278,34761
3279,34749
3280,34745
3281,34741
3282,34738
3283,34735
3284,34732
3285,34722
3286,34713
3287,34704
3288,34695
3289,34691
3290,34687
3291,34681
3292,34674
3293,34669
3294,34664
3295,34659
3296,34653
3297,34647
3298,34641
3299,34629
3300,34617
3301,34605
3302,34593
3303,34581
3304,34569
3305,34557
3306,34545
3307,34533
3308,34520
3309,34507
3310,34494
3311,34481
3312,34469
3313,34459
3314,34449
3315,34436
3316,34423
3317,34410
3318,34397
3319,34384
3320,34370
3321,34356
3322,34342
3323,34332
3324,34322
3325,34308
3326,34306
3327,34304
3328,34302
3329,34300
3330,34298
3331,34296
3332,34294
3333,34292
3334,34290
3335,34288
3336,34286
3337,34284
3338,34282
3339,34280
3340,34278
3341,34276
3342,34274
3343,34272
3344,34270
3345,34268
3346,34266
3347,34264
3348,34262
3349,34260
3350,34258
3351,34253
3352,34248
3353,34243
3354,34238
3355,34233
3356,34228
3357,34223
3358,34218
3359,34213
3360,34210
3361,34207
3362,34204
3363,34201
3364,34198
3365,34195
3366,34192
3367,34189
3368,34186
3369,34183
3370,34180
3371,34177
3372,34174
3373,34171
3374,34168
3375,34165
3376,34162
3377,34159
3378,34156
3379,34153
3380,34150
3381,34147
3382,34144
3383,34141
3384,34138
3385,34135
3386,34132
3387,34129
3388,34126
3389,34123
3390,34120
3391,34117
3392,34114
3393,34111
3394,34108
3395,34105
3396,34102
3397,34099
3398,34096
3399,34093
3400,34090
3401,34087
3402,34084
3403,34081
3404,34078
3405,34075
3406,34072
3407,34069
3408,34066
3409,34063
3410,34060
3411,34057
3412,34054
3413,34051
3414,34048
3415,34045
3416,34042
3417,34039
3418,34036
3419,34033
3420,34030
3421,34027
3422,34024
3423,34021
3424,34017
3425,34013
3426,34009
3427,34005
3428,34001
3429,33997
3430,33993
3431,33989
3432,33985
3433,33981
3434,33977
3435,33973
3436,33969
3437,33965
3438,33961
3439,33957
3440,33953
3441,33949
3442,33945
3443,33941
3444,33937
3445,33933
3446,33929
3447,33925
3448,33921
3449,33917
3450,33913
3451,33909
3452,33905
3453,33901
3454,33896
3455,33891
3456,33886
3457,33881
3458,33869
3459,33861
3460,33852
3461,33847
3462,33838
3463,33829
3464,33824
3465,33821
3466,33818
3467,33815
3468,33812
3469,33809
3470,33806
3471,33803
3472,33800
3473,33797
3474,33794
3475,33791
3476,33788
3477,33775
3478,33769
3479,33766
3480,33763
3481,33760
3482,33757
3483,33754
3484,33751
3485,33748
3486,33745
3487,33742
3488,33739
3489,33736
3490,33733
3491,33730
3492,33727
3493,33724
3494,33721
3495,33718
3496,33715
3497,33708
3498,33700
3499,33692
3500,33685
3501,33678
3502,33669
3503,33665
3504,33661
3505,33657
3506,33653
3507,33649
3508,33645
3509,33641
3510,33637
3511,33633
3512,33629
3513,33625
3514,33621
3515,33617
3516,33613
3517,33609
3518,33605
3519,33601
3520,33597
3521,33593
3522,33590
3523,33587
3524,33584
3525,33581
3526,33578
3527,33575
3528,33572
3529,33569
3530,33566
3531,33563
3532,33560
3533,33557
3534,33554
3535,33551
3536,33548
3537,33545
3538,33542
3539,33539
3540,33536
3541,33533
3542,33530
3543,33527
3544,33524
3545,33521
3546,33518
3547,33515
3548,33512
3549,33509
3550,33506
3551,33503
3552,33500
3553,33497
3554,33489
3555,33481
3556,33472
3557,33465
3558,33458
3559,33445
3560,33432
3561,33419
3562,33407
3563,33396
3564,33391
3565,33386
3566,33381
3567,33376
3568,33367
3569,33357
3570,33348
3571,33338
3572,33328
3573,33318
3574,33312
3575,33299
3576,33286
3577,33273
3578,33260
3579,33252
3580,33247
3581,33242
3582,33237
3583,33234
3584,33231
3585,33228
3586,33225
3587,33222
3588,33219
3589,33216
3590,33200
3591,33190
3592,33180
3593,33170
3594,33159
3595,33147
3596,33135
3597,33123
3598,33110
3599,33100
3600,33098
3601,33096
3602,33094
3603,33092
3604,33090
3605,33088
3606,33086
3607,33084
3608,33082
3609,33080
3610,33078
3611,33076
3612,33074
3613,33072
3614,33070
3615,33068
3616,33066
3617,33064
3618,33062
3619,33060
3620,33058
3621,33056
3622,33054
3623,33052
3624,33050
3625,33048
3626,33045
3627,33042
3628,33039
3629,33036
3630,33033
3631,33030
3632,33027
3633,33024
3634,33021
3635,33018
3636,33015
3637,33012
3638,33009
3639,33006
3640,33003
3641,33000
3642,32997
3643,32994
3644,32991
3645,32988
3646,32985
3647,32982
3648,32979
3649,32976
3650,32973
3651,32965
3652,32957
3653,32949
3654,32941
3655,32933
3656,32925
3657,32917
3658,32909
3659,32901
3660,32893
3661,32885
3662,32877
3663,32869
3664,32861
3665,32852
3666,32843
3667,32834
3668,32831
3669,32828
3670,32825
3671,32822
3672,32819
3673,32816
3674,32813
3675,32810
3676,32807
3677,32804
3678,32801
3679,32798
3680,32795
3681,32792
3682,32789
3683,32786
3684,32783
3685,32780
3686,32777
3687,32774
3688,32771
3689,32768
3690,32765
3691,32762
3692,32759
3693,32756
3694,32753
3695,32750
3696,32747
3697,32744
3698,32741
3699,32738
3700,32735
3701,32732
3702,32728
3703,32724
3704,32720
3705,32716
3706,32712
3707,32708
3708,32704
3709,32700
3710,32696
3711,32692
3712,32688
3713,32684
3714,32680
3715,32676
3716,32672
3717,32668
3718,32664
3719,32660
3720,32656
3721,32652
3722,32648
3723,32644
3724,32640
3725,32636
3726,32632
3727,32628
3728,32624
3729,32620
3730,32616
3731,32612
3732,32604
3733,32596
3734,32591
3735,32586
3736,32581
3737,32576
3738,32567
3739,32558
3740,32549
3741,32543
3742,32537
3743,32531
3744,32525
3745,32519
3746,32513
3747,32507
3748,32505
3749,32503
3750,32501
3751,32499
3752,32497
3753,32494
3754,32491
3755,32488
3756,32485
3757,32482
3758,32479
3759,32476
3760,32473
3761,32470
3762,32463
3763,32456
3764,32449
3765,32442
3766,32435
3767,32427
3768,32419
3769,32411
3770,32403
3771,32394
3772,32390
3773,32386
3774,32382
3775,32368
3776,32354
3777,32348
3778,32342
3779,32336
3780,32330
3781,32324
3782,32318
3783,32312
3784,32302
3785,32292
3786,32285
3787,32276
3788,32267
3789,32258
3790,32249
3791,32243
3792,32237
3793,32234
3794,32230
3795,32226
3796,32222
3797,32208
3798,32202
3799,32199
3800,32196
3801,32193
3802,32190
3803,32187
3804,32184
3805,32181
3806,32178
3807,32175
3808,32172
3809,32169
3810,32166
3811,32162
3812,32158
3813,32154
3814,32150
3815,32146
3816,32142
3817,32138
3818,32134
3819,32130
3820,32126
3821,32114
3822,32106
3823,32098
3824,32094
3825,32090
3826,32086
3827,32082
3828,32078
3829,32074
3830,32070
3831,32065
3832,32060
3833,32055
3834,32050
3835,32045
3836,32040
3837,32035
3838,32030
3839,32025
3840,32020
3841,32015
3842,32007
3843,31999
3844,31994
3845,31989
3846,31984
3847,31979
3848,31974
3849,31969
3850,31964
3851,31959
3852,31954
3853,31949
3854,31940
3855,31931
3856,31922
3857,31912
3858,31899
3859,31894
3860,31889
3861,31884
3862,31879
3863,31874
3864,31869
3865,31864
3866,31859
3867,31854
3868,31849
3869,31844
3870,31839
3871,31830
3872,31821
3873,31812
3874,31804
3875,31795
3876,31784
3877,31770
3878,31756
3879,31742
3880,31728
3881,31718
3882,31708
3883,31698
3884,31687
3885,31679
3886,31671
3887,31663
3888,31660
3889,31657
3890,31654
3891,31651
3892,31648
3893,31642
3894,31638
3895,31634
3896,31630
3897,31626
3898,31622
3899,31618
3900,31614
3901,31610
3902,31606
3903,31602
3904,31593
3905,31589
3906,31585
3907,31581
3908,31577
3909,31573
3910,31569
3911,31565
3912,31561
3913,31557
3914,31553
3915,31545
3916,31532
3917,31519
3918,31513
3919,31507
3920,31497
3921,31495
3922,31493
3923,31488
3924,31485
3925,31480
3926,31472
3927,31463
3928,31458
3929,31454
3930,31450
3931,31445
3932,31440
3933,31435
3934,31430
3935,31425
3936,31420
3937,31413
3938,31404
3939,31395
3940,31386
3941,31377
3942,31367
3943,31359
3944,31351
3945,31341
3946,31337
3947,31333
3948,31329
3949,31325
3950,31321
3951,31317
3952,31313
3953,31305
3954,31296
3955,31287
3956,31277
3957,31270
3958,31263
3959,31256
3960,31249
3961,31244
3962,31235
3963,31230
3964,31225
3965,31220
3966,31215
3967,31210
3968,31205
3969,31200
3970,31195
3971,31189
3972,31183
3973,31177
3974,31171
3975,31165
3976,31159
3977,31153
3978,31150
3979,31147
3980,31144
3981,31141
3982,31138
3983,31135
3984,31132
3985,31129
3986,31126
3987,31123
3988,31120
3989,31117
3990,31114
3991,31111
3992,31108
3993,31105
3994,31102
3995,31099
3996,31096
3997,31093
3998,31090
3999,31087
4000,31084
4001,31081
4002,31078
4003,31075
4004,31072
4005,31069
4006,31066
4007,31063
4008,31059
4009,31055
4010,31051
4011,31047
4012,31043
4013,31039
4014,31035
4015,31031
4016,31027
4017,31023
4018,31019
4019,31015
4020,31011
4021,31007
4022,31003
4023,30999
4024,30987
4025,30978
4026,30969
4027,30962
4028,30953
4029,30945
4030,30936
4031,30921
4032,30918
4033,30915
4034,30912
4035,30909
4036,30906
4037,30903
4038,30900
4039,30897
4040,30894
4041,30891
4042,30888
4043,30885
4044,30882
4045,30879
4046,30876
4047,30873
4048,30870
4049,30867
4050,30864
4051,30861
4052,30850
4053,30844
4054,30838
4055,30832
4056,30821
4057,30810
4058,30799
4059,30793
4060,30787
4061,30781
4062,30775
4063,30769
4064,30763
4065,30757
4066,30751
4067,30748
4068,30745
4069,30742
4070,30739
4071,30735
4072,30731
4073,30729
4074,30726
4075,30724
4076,30720
4077,30718
4078,30715
4079,30711
4080,30708
4081,30704
4082,30696
4083,30693
4084,30688
4085,30685
4086,30682
4087,30677
4088,30675
4089,30671
4090,30667
4091,30662
4092,30657
4093,30654
4094,30642
4095,30636
4096,30632
4097,30628
4098,30623
4099,30617
4100,30614
4101,30610
4102,30604
4103,30600
4104,30594
4105,30589
4106,30586
4107,30581
4108,30576
4109,30573
4110,30571
4111,30558
4112,30553
4113,30548
4114,30539
4115,30534
4116,30525
4117,30511
4118,30498
4119,30486
4120,30478
4121,30471
4122,30464
4123,30461
4124,30448
4125,30444
4126,30439
4127,30428
4128,30422
4129,30416
4130,30412
4131,30407
4132,30403
4133,30394
4134,30391
4135,30387
4136,30378
4137,30371
4138,30368
4139,30358
4140,30346
4141,30336
4142,30327
4143,30322
4144,30308
4145,30298
4146,30293
4147,30284
4148,30277
4149,30269
4150,30260
4151,30247
4152,30240
4153,30232
4154,30227
4155,30223
4156,30215
4157,30206
4158,30203
4159,30194
4160,30191
4161,30188
4162,30179
4163,30169
4164,30167
4165,30163
4166,30153
4167,30139
4168,30129
4169,30123
4170,30117
4171,30113
4172,30107
4173,30103
4174,30090
4175,30082
4176,30074
4177,30066
4178,30058
4179,30056
4180,30051
4181,30046
4182,30041
4183,30026
4184,30017
4185,30009
4186,30000
4187,29993
4188,29987
4189,29975
4190,29965
4191,29959
4192,29952
4193,29946
4194,29941
4195,29936
4196,29930
4197,29925
4198,29921
4199,29912
4200,29907
4201,29902
4202,29888
4203,29878
4204,29873
4205,29868
4206,29854
4207,29846
4208,29837
4209,29827
4210,29817
4211,29810
4212,29805
4213,29796
4214,29788
4215,29783
4216,29775
4217,29772
4218,29767
4219,29757
4220,29746
4221,29740
4222,29732
4223,29722
4224,29713
4225,29709
4226,29705
4227,29699
4228,29693
4229,29685
4230,29674
4231,29670
4232,29663
4233,29659
4234,29648
4235,29639
4236,29631
4237,29618
4238,29608
4239,29603
4240,29598
4241,29586
4242,29580
4243,29566
4244,29563
4245,29551
4246,29544
4247,29535
4248,29528
4249,29519
4250,29508
4251,29498
4252,29486
4253,29473
4254,29462
4255,29446
4256,29441
4257,29433
4258,29427
4259,29418
4260,29408
4261,29399
4262,29394
4263,29383
4264,29371
4265,29358
4266,29344
4267,29334
4268,29325
4269,29316
4270,29309
4271,29303
4272,29290
4273,29285
4274,29280
4275,29271
4276,29263
4277,29251
4278,29241
4279,29232
4280,29224
4281,29216
4282,29209
4283,29201
4284,29194
4285,29187
4286,29179
4287,29169
4288,29158
4289,29149
4290,29144
4291,29133
4292,29120
4293,29109
4294,29101
4295,29094
4296,29086
4297,29079
4298,29071
4299,29064
4300,29056
4301,29050
4302,29045
4303,29036
4304,29022
4305,29012
4306,29003
4307,28989
4308,28978
4309,28969
4310,28956
4311,28947
4312,28935
4313,28928
4314,28909
4315,28899
4316,28884
4317,28870
4318,28858
4319,28845
4320,28836
4321,28828
4322,28815
4323,28810
4324,28799
4325,28796
4326,28789
4327,28780
4328,28771
4329,28758
4330,28750
4331,28741
4332,28732
4333,28722
4334,28717
4335,28703
4336,28696
4337,28685
4338,28680
4339,28669
4340,28661
4341,28652
4342,28638
4343,28629
4344,28623
4345,28614
4346,28604
4347,28592
4348,28581
4349,28568
4350,28558
4351,28551
4352,28540
4353,28537
4354,28529
4355,28524
4356,28513
4357,28505
4358,28497
4359,28492
4360,28483
4361,28475
4362,28461
4363,28449
4364,28443
4365,28438
4366,28426
4367,28423
4368,28416
4369,28409
4370,28400
4371,28386
4372,28379
4373,28372
4374,28365
4375,28358
4376,28343
4377,28329
4378,28317
4379,28305
4380,28298
4381,28287
4382,28282
4383,28270
4384,28258
4385,28256
4386,28245
4387,28238
4388,28230
4389,28226
4390,28216
4391,28205
4392,28198
4393,28190
4394,28188
4395,28177
4396,28171
4397,28158
4398,28145
4399,28138
4400,28133
4401,28123
4402,28119
4403,28110
4404,28100
4405,28085
4406,28073
4407,28067
4408,28058
4409,28051
4410,28045
4411,28041
4412,28028
4413,28025
4414,28014
4415,28007
4416,27997
4417,27990
4418,27978
4419,27970
4420,27964
4421,27954
4422,27943
4423,27938
4424,27932
4425,27925
4426,27915
4427,27904
4428,27894
4429,27880
4430,27869
4431,27856
4432,27850
4433,27841
4434,27831
4435,27813
4436,27801
4437,27791
4438,27786
4439,27777
4440,27768
4441,27759
4442,27751
4443,27745
4444,27740
4445,27736
4446,27730
4447,27718
4448,27716
4449,27711
4450,27699
4451,27690
4452,27681
4453,27672
4454,27669
4455,27662
4456,27651
4457,27648
4458,27641
4459,27635
4460,27629
4461,27617
4462,27612
4463,27600
4464,27588
4465,27580
4466,27569
4467,27557
4468,27554
4469,27548
4470,27544
4471,27531
4472,27521
4473,27509
4474,27502
4475,27493
4476,27482
4477,27474
4478,27465
4479,27451
4480,27443
4481,27430
4482,27422
4483,27413
4484,27403
4485,27395
4486,27384
4487,27373
4488,27367
4489,27357
4490,27351
4491,27344
4492,27338
4493,27331
4494,27322
4495,27314
4496,27304
4497,27299
4498,27285
4499,27270
4500,27263
4501,27249
4502,27244
4503,27237
4504,27225
4505,27218
4506,27215
4507,27209
4508,27201
4509,27187
4510,27181
4511,27177
4512,27174
4513,27167
4514,27161
4515,27153
4516,27144
4517,27134
4518,27130
4519,27126
4520,27118
4521,27110
4522,27102
4523,27094
4524,27086
4525,27081
4526,27068
4527,27052
4528,27043
4529,27031
4530,27019
4531,27010
4532,27001
4533,26990
4534,26982
4535,26974
4536,26969
4537,26958
4538,26951
4539,26939
4540,26935
4541,26925
4542,26917
4543,26908
4544,26898
4545,26885
4546,26874
4547,26865
4548,26853
4549,26840
4550,26833
4551,26821
4552,26817
4553,26802
4554,26792
4555,26787
4556,26783
4557,26777
4558,26773
4559,26763
4560,26755
4561,26747
4562,26739
4563,26726
4564,26713
4565,26708
4566,26701
4567,26691
4568,26680
4569,26672
4570,26656
4571,26639
4572,26627
4573,26620
4574,26612
4575,26601
4576,26589
4577,26578
4578,26569
4579,26562
4580,26552
4581,26534
4582,26523
4583,26514
4584,26509
4585,26506
4586,26499
4587,26495
4588,26488
4589,26481
4590,26476
4591,26469
4592,26465
4593,26455
4594,26452
4595,26443
4596,26441
4597,26436
4598,26428
4599,26417
4600,26410
4601,26399
4602,26395
4603,26390
4604,26387
4605,26383
4606,26375
4607,26369
4608,26359
4609,26352
4610,26340
4611,26324
4612,26313
4613,26301
4614,26299
4615,26285
4616,26279
4617,26268
4618,26260
4619,26252
4620,26249
4621,26240
4622,26231
4623,26226
4624,26224
4625,26216
4626,26205
4627,26190
4628,26186
4629,26180
4630,26169
4631,26163
4632,26155
4633,26146
4634,26134
4635,26123
4636,26118
4637,26113
4638,26107
4639,26100
4640,26090
4641,26083
4642,26075
4643,26070
4644,26060
4645,26053
4646,26046
4647,26035
4648,26023
4649,26013
4650,26004
4651,25996
4652,25990
4653,25985
4654,25983
4655,25977
4656,25961
4657,25954
4658,25943
4659,25937
4660,25925
4661,25917
4662,25907
4663,25898
4664,25893
4665,25883
4666,25872
4667,25862
4668,25854
4669,25844
4670,25833
4671,25824
4672,25816
4673,25808
4674,25794
4675,25780
4676,25767
4677,25756
4678,25747
4679,25740
4680,25736
4681,25727
4682,25719
4683,25711
4684,25701
4685,25690
4686,25684
4687,25672
4688,25665
4689,25660
4690,25648
4691,25639
4692,25629
4693,25620
4694,25616
4695,25606
4696,25600
4697,0
